"campaignid","caab_code","number","opcode","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","zone","marine_region","observer_count","observer_length","inclusion_probability","visibility_m","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","family","genus","species"
"2024_Albany_stereo-BRUVs",NA,0,"74",-35.056,117.872,"2024-04-25T12:00:00+08:00",NA,NA,"Fished","1.5","Yes","Yes",NA,"South-west","Dillon","Sylvie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,"75",-35.04,117.865,"2024-04-25T12:16:00+08:00",NA,NA,"Fished","3.5","Yes","Yes",NA,"South-west","Sylvie","Joshua",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"75",-35.04,117.865,"2024-04-25T12:16:00+08:00",NA,NA,"Fished","3.5","Yes","Yes",NA,"South-west","Sylvie","Joshua",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"75",-35.04,117.865,"2024-04-25T12:16:00+08:00",NA,NA,"Fished","3.5","Yes","Yes",NA,"South-west","Sylvie","Joshua",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"75",-35.04,117.865,"2024-04-25T12:16:00+08:00",NA,NA,"Fished","3.5","Yes","Yes",NA,"South-west","Sylvie","Joshua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,"76",-35.037,117.862,"2023-04-25T12:27:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"76",-35.037,117.862,"2023-04-25T12:27:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"76",-35.037,117.862,"2023-04-25T12:27:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"76",-35.037,117.862,"2023-04-25T12:27:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",5,"77",-35.033,117.864,"2024-04-25T12:44:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Michele","Dillon",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",5,"77",-35.033,117.864,"2024-04-25T12:44:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Michele","Dillon",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"77",-35.033,117.864,"2024-04-25T12:44:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Michele","Dillon",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"77",-35.033,117.864,"2024-04-25T12:44:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Michele","Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,"78",-35.032,117.865,"2023-04-25T12:46:00+08:00",NA,NA,"Fished","1.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"78",-35.032,117.865,"2023-04-25T12:46:00+08:00",NA,NA,"Fished","1.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"78",-35.032,117.865,"2023-04-25T12:46:00+08:00",NA,NA,"Fished","1.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"78",-35.032,117.865,"2023-04-25T12:46:00+08:00",NA,NA,"Fished","1.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",9,"79",-35.034,117.87,"2024-04-25T13:03:00+08:00",NA,NA,"Fished","2.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",1,"79",-35.034,117.87,"2024-04-25T13:03:00+08:00",NA,NA,"Fished","2.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"79",-35.034,117.87,"2024-04-25T13:03:00+08:00",NA,NA,"Fished","2.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"79",-35.034,117.87,"2024-04-25T13:03:00+08:00",NA,NA,"Fished","2.9","Yes","Yes",NA,"South-west","Dillon","Eden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",3,"8",-35.068,117.904,"2024-04-25T10:14:00+08:00",NA,NA,"Fished","2.6","Yes","Yes",NA,"South-west","Eden","Michele",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",14,"8",-35.068,117.904,"2024-04-25T10:14:00+08:00",NA,NA,"Fished","2.6","Yes","Yes",NA,"South-west","Eden","Michele",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"8",-35.068,117.904,"2024-04-25T10:14:00+08:00",NA,NA,"Fished","2.6","Yes","Yes",NA,"South-west","Eden","Michele",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"8",-35.068,117.904,"2024-04-25T10:14:00+08:00",NA,NA,"Fished","2.6","Yes","Yes",NA,"South-west","Eden","Michele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,"80",-35.04,117.905,"2024-04-26T11:48:00+08:00",NA,NA,"Fished","14.4","Yes","Yes",NA,"South-west","Ryan","Annika",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",3,"80",-35.04,117.905,"2024-04-26T11:48:00+08:00",NA,NA,"Fished","14.4","Yes","Yes",NA,"South-west","Ryan","Annika",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"80",-35.04,117.905,"2024-04-26T11:48:00+08:00",NA,NA,"Fished","14.4","Yes","Yes",NA,"South-west","Ryan","Annika",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"80",-35.04,117.905,"2024-04-26T11:48:00+08:00",NA,NA,"Fished","14.4","Yes","Yes",NA,"South-west","Ryan","Annika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,"83",-35.035,117.895,"2024-04-26T12:36:00+08:00",NA,NA,"Fished","14.8","Yes","Yes",NA,"South-west","Kirsten","Annika",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"83",-35.035,117.895,"2024-04-26T12:36:00+08:00",NA,NA,"Fished","14.8","Yes","Yes",NA,"South-west","Kirsten","Annika",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"83",-35.035,117.895,"2024-04-26T12:36:00+08:00",NA,NA,"Fished","14.8","Yes","Yes",NA,"South-west","Kirsten","Annika",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"83",-35.035,117.895,"2024-04-26T12:36:00+08:00",NA,NA,"Fished","14.8","Yes","Yes",NA,"South-west","Kirsten","Annika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,"85",-35.033,117.886,"2024-04-26T12:52:00+08:00",NA,NA,"Fished","8.1","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"85",-35.033,117.886,"2024-04-26T12:52:00+08:00",NA,NA,"Fished","8.1","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"85",-35.033,117.886,"2024-04-26T12:52:00+08:00",NA,NA,"Fished","8.1","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"85",-35.033,117.886,"2024-04-26T12:52:00+08:00",NA,NA,"Fished","8.1","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,"86",-35.034,117.883,"2024-04-26T13:02:00+08:00",NA,NA,"Fished","5.3","Yes","Yes",NA,"South-west","Zach","Annika",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"86",-35.034,117.883,"2024-04-26T13:02:00+08:00",NA,NA,"Fished","5.3","Yes","Yes",NA,"South-west","Zach","Annika",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,"86",-35.034,117.883,"2024-04-26T13:02:00+08:00",NA,NA,"Fished","5.3","Yes","Yes",NA,"South-west","Zach","Annika",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"86",-35.034,117.883,"2024-04-26T13:02:00+08:00",NA,NA,"Fished","5.3","Yes","Yes",NA,"South-west","Zach","Annika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,"87",-35.031,117.883,"2024-04-26T13:10:00+08:00",NA,NA,"Fished","3.4","Yes","Yes",NA,"South-west","Annika","Sylvie",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,"87",-35.031,117.883,"2024-04-26T13:10:00+08:00",NA,NA,"Fished","3.4","Yes","Yes",NA,"South-west","Annika","Sylvie",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",10,"87",-35.031,117.883,"2024-04-26T13:10:00+08:00",NA,NA,"Fished","3.4","Yes","Yes",NA,"South-west","Annika","Sylvie",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"87",-35.031,117.883,"2024-04-26T13:10:00+08:00",NA,NA,"Fished","3.4","Yes","Yes",NA,"South-west","Annika","Sylvie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,"88",-35.03,117.884,"2024-04-26T13:11:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",2,"88",-35.03,117.884,"2024-04-26T13:11:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",8,"88",-35.03,117.884,"2024-04-26T13:11:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,"88",-35.03,117.884,"2024-04-26T13:11:00+08:00",NA,NA,"Fished","2.2","Yes","Yes",NA,"South-west","Joshua","Annika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003001",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Flat",NA,"0",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003003",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Low (<1m)","1",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs","82003004",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physical","Relief","Low / moderate","Moderate (1-3m)","2",NA,NA,NA,NA,NA,NA
"2024_Albany_stereo-BRUVs",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
